CID;SMILES;SHBd;MLFER_S;nBase;maxsssN;MLFER_BH;minssNH;MDEN-23;MLFER_BO;MATS4e;ATSC1c;GATS4e;MATS1v;maxsCH3;MATS4m;ATSC1v;MDEO-11;AATSC1v;ETA_dEpsilon_D;MLFER_L;MATS1c;SdO;WTPT-3;ATSC4e;AATSC4s;GATS1c;GATS1e;WTPT-4;WTPT-5;C1SP3;MATS4s;AATSC4e;MDEN-22;ATSC4s;ATSC4m;AATS2i;MLFER_E;SpDiam_Dt;SHAvin;BCUTc-1h;SaaN;ETA_Beta_s;GATS6p;GATS6e;SpMin1_Bhp;MATS3s;AMR;GATS3c;JGI5;GATS1s;pIC50 AVG
117849620;CCCCNC1=NC=C(C(=N1)NC2CCC(CC2)O)C3=NC=CC(=C3)Cl;0.994440565;2.893;0;0;2.058;3.305782223;0;1.967;0.068245558;-0.412017958;0.994961406;0.014285057;2.170066799;0.083863358;39.14665144;0;0.72493799;0.05512;15.454;-0.593184154;0;20.6702275;0.507701029;-0.012596119;1.633716212;0.914230176;2.522557713;15.61481373;2;-0.017724448;0.003905393;3.167691513;-1.63749553;533.3183312;156.8294466;2.895;320.1975923;0;0.207218307;13.76116914;17;1.056599128;1.03218254;2.065798919;-0.035461506;49.6565;1.264865984;0.022955247;0.968221194;7.795880017
15941393;C1CNC2=NC=NC(=C2N=C1C3=CC=C(C=C3)NC(=O)NC4=CC(=C(C=C4)Cl)C(F)(F)F)N;2.016477283;3.779;0;0;2.287;2.441942076;0;2.294;0.022954399;-0.756933308;0.864982204;0.063070907;0;-0.006020705;147.3098967;0;2.779432014;0.08292;17.916;-0.663151987;12.28159225;33.32600643;0.398920628;-0.214797522;1.800999135;0.693860604;2.555026093;21.09468514;2;-0.067361185;0.003296865;2.987332534;-25.99050011;-36.23325811;160.4854823;3.382;570.8690181;0;0.398332916;8.121038966;22.5;0.942226716;0.984102352;1.991861434;-0.010865034;45.3794;1.074584069;0.028655303;0.635256405;7.795880017
11856204;COC1=C2C(=C(C=C1)C3=CC=C(C=C3)NC(=O)NC4=CC(=CC=C4)Br)C(=NO2)N;1.51521774;3.64;0;0;1.364;2.843821516;0;1.465;-0.03341274;-0.477371231;0.995408726;0.063548571;1.568141076;-0.010945144;154.2489146;0;3.147937032;0.06506;18.546;-0.592263666;12.24914276;22.69953669;-0.282869816;0.058335446;1.623221765;0.813136576;8.455205189;11.72221097;0;0.051487425;-0.002746309;0.552604725;6.008550901;-159.7224386;149.9560053;3.703;441.5483083;0;0.273219316;3.855125673;18.75;0.896008774;1.20288941;2.089782202;-0.05798;31.6987;1.033576789;0.030438596;0.745715083;7.795880017
71659102;C1COCCN1CCOC2=CC=C(C=C2)C(=O)NC3=NNC(=C3)C4=CC=C(C=C4)CNC(=O)NC5=CC=C(C=C5)Cl;1.895533189;4.696;1;2.310211641;2.65;2.828303601;0.373892037;2.709;-0.058058423;-0.589608402;0.957487054;0.013915953;0;-0.065849138;52.32446717;0.076923077;0.688479831;0.04889;23.723;-0.51037664;24.92602389;32.45656508;-0.794716726;0.029959886;1.529729319;0.801565015;11.19844805;18.74058168;7;0.025751728;-0.004593738;2.100270838;5.183060221;-510.1205099;155.4107186;4.095;791.3779902;0;0.27275495;4.229827313;27;0.820207664;1.14506345;2.015746969;-0.06044399;65.4213;1.115252624;0.023038549;0.598790857;7.795880017
71815103;CC1=C(NC(=C1C(=O)NCCN(C)C)C)C=C2C3=C(C=C(C=C3)NC(=O)NC(=O)C4=C(C=C(C=C4)OC)F)NC2=O;2.336189741;4.487;1;1.97190609;2.938;2.074295464;0.570424282;2.911;0.197045833;-0.769790819;0.749954428;0.014721407;1.925346493;0.086750525;52.55884789;0.673656991;0.700784639;0.06296;25.184;-0.556209462;50.3257777;33.70793408;3.76852725;0.445563272;1.576887485;0.734937379;12.99343065;18.16739852;4;0.18652992;0.020370418;1.605540538;82.42920525;587.7849373;157.9577903;3.325;769.7306922;0.592629952;0.279359792;0;27;0.933709085;0.824580545;1.976334002;-0.100702576;85.3043;1.261866616;0.032422027;0.557541791;7.790484985
145975726;C1CC1C2=NC(=C3C=CSC3=N2)NC4=C(NN=C4)C(=O)NC5=CC=C(C=C5)CN6CCOCC6;1.375462943;4.349;1;2.372189531;3.207;2.973280951;0.609818708;3.233;0.059723499;-0.399544173;0.902445237;0.030706322;0;0.082930588;97.4642082;0;1.522878253;0.0434;20.386;-0.422851652;13.02624834;30.77716037;0.52268191;0.083077388;1.471200806;0.83899201;5.57827937;22.10894087;5;0.093492608;0.003706964;4.000913746;11.71391168;508.8609428;155.9623507;3.972;639.1897409;0;0.226806924;13.74162157;23.5;1.222829173;0.852833023;1.98138716;0.03161743;61.6195;1.100304117;0.015725624;0.605997275;7.782516056
71815106;COC1=CC=C(C=C1)NC(=O)CC(=O)NC2=CC3=C(C=C2)C(=CC4=CC=CN4)C(=O)N3;1.895058509;4.423;0;0;2.087;2.661366043;0;2.075;0.158453788;-0.545695259;0.723813179;0.04948358;1.556845428;0.050075979;127.1191265;0.438602661;2.354057898;0.06292;19.943;-0.558102681;36.68958829;22.66507139;1.554503466;0.350104966;1.542434275;0.783169613;10.43542646;12.22964493;0;0.180259915;0.013879495;0.955159829;39.21175616;192.0820567;151.0653536;3.19;492.1834803;0.582659292;0.228235657;0;20.25;1.006926434;1.08962745;1.962719487;-0.189617211;46.588;1.287862013;0.029;0.564759726;7.779891912
137637892;C1COCCN1CC2=CC=C(C=C2)NC(=O)C3=C(C=NN3)NC4=C5C=C(C=CC5=NC=C4)Br;1.36707249;4.343;1;2.368663115;2.971;2.960855038;0.528768585;3.011;0.109993564;-0.302423866;0.741995159;0.01818172;0;0.025189247;55.36010368;0;0.922668395;0.04343;19.83;-0.346338029;12.95826687;27.04219329;0.993018703;0.142644204;1.386209012;0.826579708;5.578119788;18.91643427;5;0.161769204;0.007042686;2.611662297;20.11283271;441.5636215;154.8083044;3.936;619.0936715;0;0.226790877;8.533124619;22;1.096344577;0.928144982;2.076693943;0.009599252;50.7187;1.033923444;0.015923913;0.607456688;7.772113295
58299762;C1CCC(C1)N2C3=C(C=CNC3=O)C4=CN=C(N=C42)NC5=NC=C(C=C5)N6CCNCC6;1.220338096;4.122;1;2.326791494;3.532;2.827713867;2.458471145;3.381;0.043818631;-0.504916509;0.909416917;0.006535887;0;0.11273357;19.95845562;0;0.316800883;0.04491;20.695;-0.561497896;12.70612718;28.41054984;0.347099096;0.039963189;1.67027204;0.902472775;2.583700145;25.82684969;4;0.047999107;0.00229867;2.973644003;6.034441472;579.4909209;158.1808844;4.227;600.3727566;0.54792231;0.227902676;13.9336489;23.25;1.054986916;1.477073289;2.015758832;0.066122618;63.2909;1.111358766;0.018301282;0.568068333;7.769551079
70654694;CCOC(=O)NCC1=CC=C(C=C1)C2=CC(=NN2)NC(=O)C3=CC=C(C=C3)N4CCN(CC4)C;1.488816351;3.426;1;2.333189441;2.146;2.690725907;0.768036736;2.165;-0.076247977;-0.529762171;1.028023308;-0.012566656;2.131328315;-0.088915657;-41.26764213;0.076923077;-0.615934957;0.04364;18.678;-0.571089473;24.09185421;26.84850609;-0.845215719;-0.02860799;1.66594123;0.798077793;7.905273762;18.94323233;7;-0.023160315;-0.005217381;1.57780848;-4.634494358;-503.9491203;158.969157;3.37;541.7388445;0;0.337416797;4.215207892;22.5;0.961051819;0.914541703;2.014710096;-0.03357263;64.5785;1.088850652;0.027703252;0.578696066;7.769551079
70655070;C1COCCN1CCOC2=CC=C(C=C2)C(=O)NC3=NNC(=C3)C4=CC=C(C=C4)CNC(=O)OCC5=CC=CC=C5;1.488543003;4.002;1;2.307417276;2.408;2.753870711;0.330778867;2.443;-0.087942454;-0.59932123;1.098759843;0.001547889;0;-0.072233589;5.949805485;0.076923077;0.076279558;0.03697;21.853;-0.510282944;24.71367741;29.89663122;-1.248594531;-0.045326279;1.539255936;0.813258114;14.20208458;15.69454664;8;-0.038398314;-0.006975388;1.57780848;-8.113403944;-453.331046;155.4233218;3.779;797.2736694;0;0.337478059;4.219182506;26.75;0.791925299;1.275946191;2.014575175;-0.040566152;63.3681;1.06222644;0.024739229;0.601630541;7.769551079
155524208;CC(C)(C)C1=CC(=NO1)NC(=O)NC2=C(C=C(C=C2)C3=CN(C4=NC=NC(=C34)N)CC=C)F;1.655611161;3.704;0;0;2.086;2.484862005;0.891672474;2.012;-0.044968732;-0.6072525;1.100802439;0.016184839;1.961151035;0.128178122;45.86033975;0;0.764338996;0.06109;19.483;-0.652120572;12.32631792;29.51448307;-0.621814476;0.02799549;1.734978683;0.731073323;5.583063662;21.35841283;4;0.016583262;-0.004011706;1.790732664;4.339300981;712.4866524;157.0942059;3.353;525.4798665;0;0.274489372;12.17340524;22.25;0.968933815;1.336979253;2.047202423;-0.075414239;53.5405;1.121469894;0.024615839;0.673971923;7.769551079
129245517;CCN1C=C(C=N1)C2=CC3=C(C=C2)N=C(N3)NC4=NC=CC(=C4)CN5CCN(CC5)C(=O)CC(F)(F)F;0.851800582;4.04;1;2.110989762;3.433;3.21499537;2.122478733;3.349;0.262311566;-0.530249368;0.434547916;-0.027092612;2.042463973;0.031201984;-85.76623226;0;-1.261268121;0.03064;19.192;-0.510246721;11.82428112;35.4815189;5.058664;0.631377471;1.698346565;0.63225015;2.528489232;25.89102947;8;0.243490282;0.030845512;2.550011128;103.5459052;194.9086797;164.0117066;3.742;695.7349138;0;0.418072118;13.32342214;25.75;1.01930447;1.192047997;2.026463661;-0.112007613;64.3728;1.286697135;0.025096372;0.553307503;7.769551079
70690710;CC1=NC(=CC(=N1)N2CCNCC2)NC3=NNC(=C3)C4=CC=C(C=C4)CNC(=O)OCC5=CC=CC=C5;1.692129776;3.77;1;2.255684297;2.842;2.782230661;1.482138931;2.796;-0.061473509;-0.62713133;1.174755134;0.005554322;1.895085516;-0.051725832;19.21302777;0;0.270606025;0.05151;21.487;-0.648036068;11.99484439;30.56726717;-0.580891171;-0.067642045;1.770909872;0.886852781;5.546420152;25.02084702;7;-0.082714557;-0.00363057;3.918174616;-10.82272716;-283.7076358;157.9479442;4.403;675.6665994;0;0.337458994;13.50782345;25;0.990522079;1.436859288;2.01529377;-0.104346821;55.7627;1.206540304;0.024812925;0.666852746;7.769551079
44187007;C1COCCN1CCOC2=CC(=C(C=C2)NC3=C4C=CN=CC4=C5C=CC=C(C5=N3)C6=NC=NN6)Cl;0.892313055;4.157;1;2.375985797;3.184;3.592963323;0.498028816;3.12;0.059745282;-0.335109486;0.75036761;-0.004231287;0;0.0194102;-13.37380378;0;-0.205750827;0.02839;20.629;-0.35387147;0;30.67209295;0.602574944;0.049651089;1.376422426;0.853013781;6.085415644;22.0113252;6;0.109395588;0.004071452;3.654580111;7.348361192;130.1153205;156.2723686;4.563;746.3976179;0;0.162200977;17.81673897;25;0.841221782;1.098803254;2.193011286;-0.043824015;46.625;1.120199663;0.021140351;0.771125595;7.769551079
11749082;CC1=CC(=CC(=C1)NC(=O)NC2=CC=C(C=C2)C3=C4C(=CC=C3)ON=C4N)C;1.480727653;3.257;0;0;1.229;2.845951987;0;1.297;-0.010228678;-0.431665121;0.917662921;0.075179095;1.997666078;0.094157534;189.9369981;0;3.724254864;0.06399;17.436;-0.715005814;12.28471125;17.33785573;-0.072809;0.133423045;1.788307829;0.772191662;5.62739531;11.71046042;2;0.126994033;-0.000622;0.552604725;15.61049624;367.4930817;149.6644141;3.389;424.4800941;0;0.273203839;3.828503308;17.75;0.873490039;1.085066975;2.085486952;-0.12914483;26.788;1.096401964;0.028194444;0.750258365;7.769551079
155537661;CC(C)(C)C1=CC(=NO1)NC(=O)NC2=CC=C(C=C2)C3=CN(C4=NC=NC(=C34)N)CCN(C)C;1.523429722;3.904;1;2.11562571;2.703;2.692013579;1.408250601;2.618;0.059257949;-0.566049715;0.983854859;-0.012708568;2.031688622;0.180244344;-41.08529679;0;-0.613213385;0.05676;20.384;-0.614218375;12.40117215;29.99044371;0.674061219;0.121995345;1.761100934;0.848201195;5.584710341;24.40573337;5;0.13216112;0.003663376;1.790732664;22.44714355;1156.214289;160.2167885;3.46;568.2365791;0;0.274382052;12.54129459;23.25;1.120754693;1.195361505;2.041173533;-0.110073826;61.5244;1.147548317;0.025797872;0.766863426;7.769551079
71659227;CC1=CC(=NO1)NC(=O)NCC2=CC=C(C=C2)C3=CC(=NN3)NC4=CC(=NC(=N4)C)N5CCN(CC5)CCO;2.513022352;4.967;1;2.246095939;3.692;2.627638958;1.914588144;3.661;0.052429893;-0.699769448;0.729531032;-0.007439194;1.876995563;-0.023284238;-26.18998384;0.047619048;-0.349199784;0.06381;23.688;-0.572126436;12.05930509;39.4387121;0.675274815;0.056257458;1.653670394;0.877636699;7.948757297;31.48995481;9;0.052496856;0.003815112;4.625810911;9.957570147;-146.1532972;161.1234398;4.553;722.3839245;0;0.273885193;17.28667004;27.25;0.975618606;1.043276663;2.015633581;-0.141605051;71.1389;1.191580327;0.027526709;0.745890153;7.769551079
131704413;CC(C)CC(C(=O)O)NC1CCC(CC1)N2C=C(C3=C(N=CN=C32)N)C4=CC=C(C=C4)OC5=CC=CC=C5;1.124999206;3.307;1;0;2.482;3.392387343;0.877205321;2.436;-0.040814245;-0.59956153;1.012402088;0.039282193;2.056223592;0.056167236;153.0022305;0.5;1.987041954;0.04887;20.534;-0.594336357;11.72234952;23.41368875;-0.5102066;-0.040662042;1.65335257;0.896634276;7.962465222;15.45122353;2;-0.038151166;-0.002406635;0.598408481;-8.620352995;407.5100225;152.9172609;3.596;696.8182976;0;0.276243739;8.886979499;24.5;1.032959736;1.46781823;2.042107991;0.017123622;59.7431;1.085728617;0.02140233;0.813394909;7.746072064
70654642;CC(C)(C)C1=CC(=NO1)NC(=O)NCC2=CC=C(C=C2)C3=CC(=NN3)NC(=O)C4=CC=C(C=C4)OCCN5CCOCC5;1.98519683;4.678;1;2.305994555;2.89;2.679951634;0.412946998;2.932;-0.037994983;-0.614841606;1.039663128;-0.001554321;2.006206085;0.032632716;-6.332926051;0.076923077;-0.075391977;0.04717;23.833;-0.494957382;25.02737728;36.01616172;-0.645985216;0.0478161;1.542916114;0.785985483;14.23000562;21.7861561;10;0.04172919;-0.003018623;2.80824057;10.2326454;248.4242441;157.3156677;3.736;852.0399729;0;0.273916781;8.119656963;28.5;0.828665019;1.165034167;2.014703795;-0.072156552;80.5516;1.113299902;0.025136166;0.617133759;7.744727495
70654958;CC1=NC(=CC(=N1)N2CCN(CC2)C)NC3=NNC(=C3)C4=CC=C(C=C4)CNC(=O)OCC5=CC=CC=C5;1.383163589;3.957;1;2.318620867;2.961;2.785503975;1.833828197;2.908;-0.02717768;-0.587365452;1.09292413;-0.015606897;2.138229035;-0.029598463;-56.63143747;0;-0.765289696;0.03838;21.516;-0.619551078;12.00872943;30.78542751;-0.277146916;-0.04312301;1.752685794;0.867219565;5.546420247;25.23900726;7;-0.05479843;-0.001557005;3.350709571;-7.675895692;-180.5940699;159.1080411;4.381;704.4810944;0;0.337462678;13.57554315;25.75;1.000123647;1.444489102;2.015431592;-0.112582483;61.0574;1.221694449;0.026538889;0.658975073;7.744727495
127050280;CN(C)CCCN1C=C(C=N1)C2=CC3=C(C=C2)C4=C(C3=O)C5=C(N4)C=C(C=C5)C6=CNN=C6;0.894327176;3.306;1;2.173804063;2.028;0;0.928078469;2.001;0.099795656;-0.078869039;0.817004017;0.030564784;2.076527727;0.122677722;94.32510326;0;1.521372633;0.02834;17.718;-0.130505072;13.41008989;21.36492909;0.691303556;0.083252112;1.184949286;0.708976695;2.632474693;18.7324544;2;0.104037566;0.00454805;0.96874578;12.65432099;610.2594848;153.9226734;4.085;673.4286454;0;0.150801281;8.531597568;21.75;0.816006695;1.224262467;2.056340072;-0.014512809;41.4714;0.946219943;0.028097826;0.566016745;7.744727495
71575641;C1=CC(=CC=C1NC(=O)NC2=C(C=C(C=C2)C(F)(F)F)Cl)OC3=NC=NC4=C3C=NN4;1.693578501;3.097;0;0;1.44;2.573852122;0;1.442;-0.214751951;-0.676144959;1.237924418;0.031919898;0;-0.135972142;58.86059657;0;1.279578186;0.05796;15.988;-0.641714244;12.22383892;33.86414155;-3.271691014;-0.452734955;1.737193488;0.699483993;5.718775948;18.45597509;1;-0.13039158;-0.035952649;3.052948197;-41.19888093;-603.6606864;161.0665973;2.816;491.4529323;0;0.416954769;12.00602764;21.25;0.921776459;0.668947812;1.993658759;-0.03104222;26.9119;1.195631909;0.021103801;0.608972342;7.744727495
71611474;CC(C)(C)C1=CC(=NO1)NC(=O)NC2=CC=C(C=C2)C3=CN4C5=C(N=C(C=C5)OCCN(C)C)SC4=N3;1.020123669;4.247;1;2.085713608;3.458;2.704076626;1.271337689;3.331;0.008669983;-0.611200974;1.079598216;-0.01894996;2.023964202;0.182390307;-65.82010744;0;-0.940287249;0.02795;23.137;-0.622266977;12.38949176;33.97617425;0.105694591;0.102220204;1.733109063;0.809853665;8.649860988;22.11898745;5;0.116965307;0.000601;1.693272872;17.9907559;1390.254771;157.8352516;3.776;712.8291205;0;0.274411634;13.58608795;25.5;1.165598589;1.082411765;2.023683835;-0.124900546;66.7149;1.166935644;0.032117284;0.684127148;7.744727495
117849638;CCCCNC1=NC=C(C(=N1)NC2CCC(CC2)O)C3=NC=C(C=C3)CCCN4CCN(CC4)C;0.926396861;3.382;2;2.566906968;3.371;3.341381927;0.92693732;3.277;0.06027633;-0.411044105;0.940249282;-0.01595598;2.200991863;0.030067375;-63.90499335;0;-0.788950535;0.03962;19.399;-0.468862747;0;24.82311814;0.550132874;0.008139382;1.60024416;1.027092796;2.522637807;22.30048033;7;0.015304419;0.002445035;3.167691513;1.831360947;224.9408483;160.1415217;3.208;555.0044383;0;0.207262952;14.18346851;23.25;0.983358287;1.142567218;2.075168061;-0.024076881;86.8716;1.204604532;0.021890097;0.956101426;7.744727495
145972964;C1CCC(C1)N2C=NC3=C(N=C(N=C32)NCCCCO)NC4=CC=C(C=C4)CN5CCOCC5;1.255620938;3.852;1;2.420929054;3.379;3.329807621;1.97527528;3.263;0.070852118;-0.526039404;0.740509283;-0.010919186;0;0.135077745;-39.09612668;0;-0.535563379;0.04277;20.477;-0.502305493;0;28.26379842;0.71735656;0.016616588;1.590993791;0.995583052;5.421230022;22.8425684;7;0.026240295;0.003985314;3.516759154;2.990985787;840.650636;159.5038172;3.643;578.5766124;0;0.208953188;14.27605737;23.75;1.069466301;1.094435679;2.026394509;0.032629419;70.4326;1.05163694;0.0157;0.897168391;7.744727495
145714274;CC(C1=CC(=NC=C1)NC2=NC3=C(N2)C=C(C=C3)C4=CN(N=C4)CC5CC5)N6CCN(CC6)C(=O)CC(F)(F)F;0.813154749;4.112;1;2.158720802;3.455;3.254949456;2.122478733;3.389;0.241730723;-0.534847646;0.445067128;-0.008330725;2.043469716;0.0011836;-30.08997568;0;-0.395920733;0.02775;20.589;-0.507605348;11.93004647;35.5575561;4.936437389;0.550098222;1.691115321;0.619022595;2.527546027;25.96836357;7;0.230355769;0.026257646;2.550011128;103.4184658;8.393616056;162.2005239;3.92;778.3214906;0;0.41808295;13.5953588;27.75;0.917554666;1.125953052;2.02648994;-0.092133092;75.3853;1.306485936;0.024191468;0.541873427;7.744727495
162662230;CCOC1=CC2=C(C=CN=C2C=C1OC)OC3=C(C=C(C=C3)NC(=O)NC4=NOC(=C4)C(C)(C)C)F;1.111480053;3.715;0;0;1.648;2.564192144;0;1.66;-0.02809983;-0.546944652;1.094568535;-0.016196138;1.965545692;0.088428035;-51.23866997;0;-0.776343484;0.03063;19.157;-0.48306328;12.32531903;29.38372941;-0.480585537;0.055575491;1.494251567;0.750172733;14.53073814;12.28053157;5;0.035266249;-0.003100552;1.146044537;8.61420103;505.1907528;155.8487432;2.763;623.1221784;0;0.274430978;8.16948008;23.75;1.005820897;1.052586942;2.092733039;-0.053877133;52.1055;1.289269634;0.026830065;0.617527238;7.743451157
155526264;C1C2=C(C=CC(=C2)S(=O)(=O)NCCNCC=CC3=CC=C(C=C3)C4=CN=CC=C4)C(=O)N1;1.0649171;3.409;1;0;1.98;2.700748501;0;1.974;-0.183732996;-0.350792634;1.340525203;0.048004809;0;-0.131580476;144.2151757;0.650697637;2.444325012;0.04545;17.225;-0.513060705;36.81484697;23.0299614;-1.701842717;-0.270433235;1.531537522;0.588440977;7.526521177;12.02917605;4;-0.147688097;-0.012700319;0.698955064;-36.23805352;-779.134363;152.2482351;3.246;548.0595506;0.453660609;0.220189276;4.140140376;20;1.068368727;1.025305614;2.056290572;0.015539977;51.0505;0.864660688;0.027263072;0.700283379;7.739928612
137516917;CC(C)(C)C1=NN=C(S1)NC(=O)NC2=CC3=C(C=C2)NC(=C3)C(=O)C4=CC5=C(N4)C=CC(=C5)O;2.325991497;4.231;0;0;2.591;2.831325268;0;2.548;-0.010421537;-0.678478877;1.015596082;0.08358125;2.107273093;0.004018528;244.076205;0.312822796;4.067936749;0.07001;22.414;-0.662226669;25.46537551;29.27693171;-0.115977429;0.017899802;1.674014905;0.832906054;7.698895169;18.51460015;3;0.010789854;-0.000773;2.957818363;2.684970358;26.22536329;150.5548585;3.985;602.4627502;0;0.274981132;8.412587019;22.25;0.78134763;1.484235815;1.984473827;-0.060582313;51.3735;1.080513437;0.031276455;0.695864314;7.736830362
153534356;COC1=C(C=CC(=C1)N2CCN(CC2)S(=O)(=O)C)NC(=O)C3=C4N=C(C=CN4N=C3)N5CCCC(C5)N;0.8216158;4.42;1;2.141547193;2.852;2.928157626;2.417327639;2.859;0.006605351;-0.481495502;0.961425969;-0.020303948;1.550417707;-0.116183838;-71.64262092;0.454280148;-0.981405766;0.04324;20.857;-0.429003113;37.14373366;39.2391165;0.103767947;-0.085080482;1.524137838;0.707529833;10.1691612;25.80767051;6;-0.050643059;0.000538;0.825481812;-16.4205331;-996.4185569;160.8934269;3.583;638.2956304;0;0.214074081;9.01773663;25.75;0.778630494;0.994214356;2.044156156;-0.061058227;82.006;1.193071103;0.031314103;0.730375061;7.728158393
155069279;CN1CCN(CC1)CCON=C2C3=C(C=CC(=C3)O)N=C2C4=C(NC5=C4C=C(C=C5)[N+](=O)[O-])O;1.396066648;3.616;2;2.29983527;3.188;0;1.271967282;3.144;0.048768104;-0.365619822;0.786810409;0.02092743;2.099578961;0.128281264;60.23123705;0.888452768;0.971471565;0.0473;16.86;-0.343598476;11.31169663;32.21793843;0.745126221;0.075664781;1.351908814;0.698563463;13.08292267;19.13501576;6;0.039213731;0.00477645;0.766309432;11.80370591;717.5847223;157.0785235;3.545;662.4025637;0;0.251040024;0;23.5;0.929046457;1.074114512;2.011185939;0.000864;66.9104;1.016777913;0.027531447;0.677839084;7.723538196
166629423;CC1CCC(CC1)NC2=NC(=NC=C2C(F)(F)F)NC3=CN=C(C=C3)C(=O)N;1.53123986;3.451;0;0;2.543;2.78923039;0;2.479;0.228376941;-0.61900803;0.606976369;0.031670182;2.140492169;0.17528892;73.68607829;0;1.444825065;0.07906;15.472;-0.640016066;11.05590203;27.66662302;4.243281396;0.465271402;1.819889162;0.655172472;2.417882586;18.07466166;2;0.138555193;0.032146071;3.070153383;61.415825;925.2897089;162.4028273;2.583;349.0911317;0;0.421094882;11.66056533;18.75;1.111072288;0.916544253;2.012168639;0.059972162;47.1361;1.052481642;0.033531746;0.6178329;7.723484404
56593682;C1COCCN1CCNC(=O)C2=CC=C(C=C2)NC3=NN(C(=N3)N)C4=CC=CC=N4;1.459600279;4.754;1;2.27737607;3.616;2.951049603;2.141065273;3.508;-0.031772361;-0.588998625;0.944640916;-0.015076018;0;-0.021971047;-40.28970595;0;-0.706836946;0.06562;19.059;-0.606909977;12.33460879;30.43878274;-0.279488889;0.028218695;1.699906196;0.913539116;5.554784727;24.88399801;6;0.027271759;-0.002218166;2.340472191;3.555555556;-97.4798162;161.5160496;3.922;443.9630366;0;0.2407566;12.75673267;21;0.933523033;0.927640317;2.020176677;0.010785544;50.6519;1.129722388;0.022238095;0.741455927;7.721246399
11374110;COC1=C2C(=C(C=C1)C3=CC=C(C=C3)NC(=O)NC4=CC=CC(=C4)C(F)(F)F)C(=NO2)N;1.660147259;3.312;0;0;1.297;2.388901896;0;1.398;-0.137503265;-0.635481011;1.028648195;0.06625943;1.511944741;-0.094071703;152.6463026;0;2.93550582;0.06959;17.156;-0.608792803;12.19848847;27.33623517;-2.498802289;-0.292471283;1.731771849;0.666941814;8.458104759;11.73654;1;-0.089540778;-0.021728716;0.552604725;-33.63419756;-404.5543185;156.9443214;3.103;516.6489578;0;0.416941092;3.795708878;21;0.952234025;1.083503655;2.089918163;-0.00838997;29.5342;0.948694575;0.031811869;0.637697294;7.721246399
70654623;CC(C)(C)C1=CC(=NO1)NC(=O)NC2=CC=C(C=C2)C3=CC(=NN3)NC(=O)C4=CC=C(C=C4)OCCN5CCOCC5;2.059956074;4.724;1;2.302918383;2.764;2.66462738;0.423751785;2.815;-0.015715409;-0.624145389;0.99362177;-0.00126473;1.999189819;0.071152808;-4.941706909;0.083333333;-0.061008727;0.04852;23.678;-0.503833243;25.11033355;36.07202438;-0.261864805;0.107322721;1.550042416;0.788882715;14.23981164;21.83221274;9;0.091111323;-0.001283651;2.999094358;21.89383515;517.0693099;157.0836578;3.79;809.9025465;0;0.274449424;8.09763296;28;0.782711764;1.109305546;2.013467153;-0.07894445;75.8394;1.148499461;0.026194444;0.617953034;7.721246399
70657170;C1CCN(C1)CCCOC2=CC=C(C=C2)C(=O)NC3=NNC(=C3)C4=CC=C(C=C4)CNC(=O)OCC5=CC=CC=C5;1.477231597;3.817;1;2.471212574;2.077;2.757704099;0.304852978;2.113;-0.082154558;-0.559584106;1.27687678;0.012439352;0;-0.019857611;49.92998506;0.076923077;0.624124813;0.0357;21.993;-0.553886889;24.71522726;26.83497016;-1.01449353;-0.034271264;1.600680995;0.785997981;11.19528765;15.63968251;6;-0.030675782;-0.00554368;1.57780848;-6.271641274;-125.4384221;154.2562665;3.766;792.7137825;0;0.337476416;4.226375964;26.25;0.875831252;1.32173094;2.014570617;-0.002862866;61.0594;1.083617923;0.022261905;0.578598778;7.721246399
155528638;CC(C)(C)C1=CC(=NO1)NC(=O)NC2=C(C=C(C=C2)C3=CN(C4=NC=NC(=C34)N)CC#N)F;1.687304279;4.467;0;0;2.326;2.455068617;0.891672474;2.253;-0.048276305;-0.628386861;1.080393036;0.020029011;1.950161672;0.137420386;51.9741255;0;0.911826763;0.0624;19.859;-0.625442441;12.30509421;31.96983784;-0.671354667;0.020703031;1.660446549;0.736767335;5.583063662;23.81376759;4;0.010181816;-0.004567039;1.790732664;3.043345622;715.697226;157.356597;3.37;525.4798665;0;0.27414118;11.99710847;22.5;0.95376314;1.379511993;2.047178553;-0.108249611;49.4417;1.044120371;0.024615839;0.60113492;7.721246399
71611607;CCN(CC)CCNC1=NC2=C(C=C1)N3C=C(N=C3S2)C4=CC=C(C=C4)NC(=O)NC5=NOC(=C5)C(C)(C)C;1.303259555;4.369;1;2.398213608;3.62;2.713791154;1.716818599;3.474;-0.010685663;-0.611468361;1.10783099;-0.005997039;2.189809314;0.052281175;-23.23461195;0;-0.301748207;0.03773;24.898;-0.654335711;12.42170629;34.24559208;-0.116529168;0.075323939;1.810013392;0.818503502;5.584542204;25.45286506;9;0.096786614;-0.000601;2.297921519;14.61284415;429.1993781;157.7494636;4.139;775.1710859;0;0.274415358;13.80127875;26.5;0.914116058;1.11151684;2.026178655;-0.058043838;76.9834;1.270287357;0.030750591;0.687774905;7.721246399
